nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;sizePron;motVedette;hwd;pronSampa;ipa
3;sy̆ʹſtŏlè;G.;;pas de {POS} indiquée dans le dictionnaire.;;58.0;209;9;syostole;;;
2;tăʹbby;;;;n.;2.0;209;6;tabby;tabby;t { b i:;tæbiː
2;tāʹh_e_r;;;;n.;3.0;209;8;taher;taher;t eI 3:r;teIɜ:r
4;tāʹbĕrnăcle;L.;;;n.;4.0;209;11;tabernacle;tabernacle;t { b 3:r n { k @ l;tæbɜ:rnækəl
2;tāʹbïd;;;;a.;5.0;209;6;tabid;;;
3;tăʹblatūre;;;;n.;6.0;209;10;tablature;tablature;t { b l @ tS 3:r;tæblətSɜ:r
2;tāʹble;;;;n.;7.0;209;6;table;table;t eI b @ l;teIbəl
2;taʹbles;;;;n.;8.0;209;7;tables;tables;t eI b @ l z;teIbəlz
2;tāʹbor;;;;n.;9.0;209;6;tabor;tabor;t eI b 3:r;teIbɜ:r
3;tăʹbŭlar;;;;n.;10.0;209;8;tabular;;;
2;tāʹcit;L.;;;a.;11.0;209;6;tacit;tacit;t { s i t;tæsit
5;tăcĭtŭʹrnĭty;;;;n.;12.0;209;12;taciturnity;;;
1;tăck;;;;n.;2.0;210;4;tack;tack;t { k;tæk
2;tăʹckle;;;;n.;3.0;210;7;tackle;tackle;t { k @ l;tækəl
3;tăʹctĭcal;;;;a.;4.0;210;9;tactical;tactical;t { k t i k @ l;tæktikəl
2;tăʹctĭcs;G.;;;n.;5.0;210;8;tactics;tactics;t { k t i k s;tæktiks
2;tăʹctĭle;;;;a.;6.0;210;8;tactile;tactile;t { k t i l;tæktil
2;tăʹddy;;;;n.;7.0;210;6;taddy;taddy;t { 4 i:;tæɾiː
2;tăʹdpōle;;;;n.;8.0;210;8;tadpole;tadpole;t { d p @U l;tædpoʊl
3;tăʹffĕty;;;;n.;9.0;210;8;taffety;;;
1;tăg;;;;n.;10.0;210;3;tag;tag;t { g;tæg
1;tail;;;;n.;11.0;210;4;tail;tail;t eI l;teIl
2;taiʹlor;;;;n.;12.0;210;7;tailor;tailor;t eI l 3:r;teIlɜ:r
1;tainct;;;;n.;13.0;210;6;tainct;;;
1;taint;;;;v.;14.0;210;5;taint;taint;t eI n t;teInt
2;taiʹnted;;;;a.;15.0;210;8;tainted;tainted;t eI n t i d;teIntid
1;tāke;;;;v.;16.0;210;4;take;take;t eI k;teIk
3;taʹlăpoins;;;;n.;17.0;210;10;talapoins;;;
2;tăʹlbot;;;;n.;18.0;210;7;talbot;talbot;t { l b @ t;tælbət
1;tāle;;;;n.;19.0;210;4;tale;tale;t eI l;teIl
2;taʹlent;;;;n.;20.0;210;7;talent;talent;t { l @ n t;tælənt
3;taʹlĭſmăn;;;;n.;21.0;210;9;talisman;talisman;t { l i s m @ n;tælismən
1;talk;;;;n.;22.0;210;4;talk;talk;t O: k;tOːk
3;taʹlkătive;;;;a.;23.0;210;10;talkative;talkative;t O: k @ 4 i v;tOːkəɾiv
1;tall;;;;a.;24.0;210;4;tall;tall;t O: l;tOːl
2;taʹllage;;;;n.;25.0;210;8;tallage;;;
2;taʹllo_w_;;;;n.;26.0;210;9;tallow;tallow;t { l @U;tæloʊ
2;taʹlly;F.;;;n.;27.0;210;6;tally;tally;t { l i:;tæliː
3;taʹllyman;;;;n.;28.0;210;9;tallyman;;;
2;taʹlmŭd;;;;n.;29.0;210;7;talmud;talmud;t { l m @ d;tælməd
4;talmūʹdĭcal;;;;a.;30.0;210;11;talmudical;;;
2;taʹlons;F.;;;n.;31.0;210;7;talons;talons;t { l @ n z;tælənz
2;taʹlus;L.;;;n.;32.0;210;6;talus;;;
3;tăʹmărĭnd;;;;n.;33.0;210;9;tamarind;;;
3;tăʹmāriſh;;;;n.;34.0;210;9;tamarish;;;
2;tāmbȯu̇ʹr;;;;n.;35.0;210;9;tambouor;;;
1;tāme;;;;a.;36.0;210;4;tame;tame;t eI m;teIm
3;tām_e_able;;nbSyll>1 et pas d'accent tonic;;a.;37.0;210;10;tameable;;;
2;tāʹm_e_ly;;;;a.;38.0;210;9;tamely;;;
2;tāʹmmy;;;;n.;39.0;210;6;tammy;tammy;t { m i:;tæmiː
2;tăʹmp_e_r;;;;v.;40.0;210;9;tamper;tamper;t { m p 3:r;tæmpɜ:r
1;tăn;;;;n.;41.0;210;3;tan;tan;t { n;tæn
1;tăng;;;;n.;42.0;210;4;tang;tang;t { N;tæŋ
2;tăʹngent;L.;;;n.;43.0;210;8;tangent;tangent;t { n dZ @ n t;tændZənt
3;tăʹngĭble;;;;a.;44.0;210;9;tangible;tangible;t { n dZ @ b @ l;tændZəbəl
2;tăʹngle;;;;n.;45.0;210;7;tangle;tangle;t { N g @ l;tæŋgəl
2;tăʹnkărd;;;;n.;46.0;210;8;tankard;tankard;t { N k 3:r d;tæŋkɜ:rd
2;tăʹnner;;;;n.;47.0;210;7;tanner;tanner;t { n 3:r;tænɜ:r
2;tăʹnſy;;;;n.;48.0;210;6;tansy;tansy;t { n z i:;tænziː
3;tăʹntălīze;;;;v.;49.0;210;10;tantalize;tantalize;t { n t @ l aI z;tæntəlaIz
3;tăʹntălus;;;;n.;50.0;210;9;tantalus;tantalus;t { n t @ l @ s;tæntələs
3;tăntāmȯu̇ʹnt;F.;;;p.;51.0;210;12;tantamouont;;;
3;tăntĭʹvy;;;;a.;52.0;210;8;tantivy;;;
1;tāp;;;;n.;53.0;210;3;tap;tap;t { p;tæp
1;tāpe;;;;n.;54.0;210;4;tape;tape;t eI p;teIp
2;tāʹp_e_r;;;;a.;55.0;210;8;taper;taper;t eI p 3:r;teIpɜ:r
3;tăʹpĕſtry;;;;n.;56.0;210;9;tapestry;tapestry;t { p @ s t r\ i:;tæpəstɹiː
2;tăʹpſt_e_r;;;;n.;57.0;210;10;tapster;;;
1;tăr;;;;n.;58.0;210;3;tar;tar;t A r\;tɑɹ
4;tarăʹntūlā;;;;n.;59.0;210;10;tarantula;tarantula;t @ r\ { n tS u l @;təɹæntSulə
2;tăʹrdy;;;;a.;60.0;210;6;tardy;tardy;t A r\ 4 i:;tɑɹɾiː
1;tăre;;;;n.;61.0;210;4;tare;;;
1;tāres;;;;n.;62.0;210;5;tares;tares;t E r\ z;tɛɹz
2;tăʹrget;;;;n.;63.0;210;7;target;target;t A r\ g @ t;tɑɹgət
2;tăʹriff;F.;;;n.;64.0;210;7;tariff;tariff;t E r\ @ f;tɛɹəf
2;tăʹrniſh;F.;;;v.;65.0;210;8;tarnish;tarnish;t A r\ n i S;tɑɹniʃ
3;tărpaʹwling;;;;n.;66.0;210;11;tarpawling;;;
3;tăʹrrăgon;;;;n.;67.0;210;9;tarragon;;;
2;tăʹrrăſs;F.;;;n.;68.0;210;8;tarrass;;;
2;tăʹrry;;;;v.;69.0;210;6;tarry;tarry;t E r\ i:;tɛɹiː
1;tărt;F.;;;n.;70.0;210;4;tart;tart;t A r\ t;tɑɹt
2;tăʹrtāne;;;;n.;71.0;210;8;tartane;;;
2;tăʹrtăr;;;;n.;72.0;210;7;tartar;tartar;t A r\ 4 3:r;tɑɹɾɜ:r
4;tărtāʹrėȧn;;;;a.;73.0;210;10;tartarean;;;
3;tăʹrtărus;;;;n.;2.0;211;9;tartarus;;;
1;tăſk;;;;n.;3.0;211;4;task;task;t { s k;tæsk
2;tăʹſſel;;;;n.;4.0;211;7;tassel;tassel;t { s @ l;tæsəl
1;tāſte;;;;n.;5.0;211;5;taste;taste;t eI s t;teIst
2;tāʹſt_e_leſs;;;;a.;6.0;211;12;tasteless;tasteless;t eI s t l @ s;teIstləs
2;tāʹt_o_us;;;;n.;7.0;211;9;tatous;;;
2;tăʹtt_e_r;;;;n.;8.0;211;9;tatter;tatter;t { 4 3:r;tæɾɜ:r
2;tăʹttle;;;;n.;9.0;211;7;tattle;tattle;t { 4 @ l;tæɾəl
2;tattooʹ;;;;n.;10.0;211;7;tattoo;tattoo;t { t u;tætu
2;tauʹdry;;;;a.;11.0;211;7;taudry;;;
2;tăʹvĕrn;;;;n.;12.0;211;7;tavern;tavern;t { v 3:r n;tævɜ:rn
1;tau_gh_t;;;;a.;13.0;211;8;taught;taught;t O: t;tOːt
1;taunt;;;;n.;14.0;211;5;taunt;taunt;t O: n t;tOːnt
2;tauʹrus;L.;;;n.;15.0;211;7;taurus;taurus;t O: r\ @ s;tOːɹəs
4;tautŏʹlŏgy;G.;;;n.;16.0;211;10;tautology;;;
2;taʹwdry;;;;n.;17.0;211;7;tawdry;tawdry;t O: d r\ i:;tOːdɹiː
2;taʹwny;;;;a.;18.0;211;6;tawny;tawny;t A n i:;tɑniː
1;tăx;;;;n.;19.0;211;3;tax;tax;t { k s;tæks
4;tăxāʹtion;;;;n.;20.0;211;9;taxation;taxation;t { k s eI S @ n;tækseIʃən
1;tea;;;;n.;21.0;211;3;tea;tea;t i:;tiː
1;teach;;;;v.;22.0;211;5;teach;teach;t i: tS;tiːtS
3;teaʹchable;;;;a.;23.0;211;10;teachable;teachable;t i: tS @ b @ l;tiːtSəbəl
2;teaʹcher;;;;n.;24.0;211;8;teacher;teacher;t i: tS 3:r;tiːtSɜ:r
1;teal;;;;n.;25.0;211;4;teal;teal;t i: l;tiːl
1;team;;;;n.;26.0;211;4;team;team;t i: m;tiːm
1;tear;;;;v.;27.0;211;4;tear;tear;t E r\;tɛɹ
2;teaʹſles;;;;n.;28.0;211;8;teasles;;;
1;teat;;;;n.;29.0;211;4;teat;teat;t i: t;tiːt
1;teafe;;;;v.;30.0;211;5;teafe;;;
3;tĕʹc_h_nĭcal;G.;;;a.;31.0;211;12;technical;technical;t E k n i k @ l;tɛknikəl
3;tĕctŏʹnic;;;;a.;32.0;211;9;tectonic;tectonic;t E k t A n i k;tɛktɑnik
3;tēʹdĭ_o_us;;;;a.;33.0;211;10;tedious;tedious;t i: 4 i: @ s;tiːɾiːəs
1;teem;;;;v.;34.0;211;4;teem;teem;t i: m;tiːm
1;teeth;;;;n.;35.0;211;5;teeth;teeth;t i: T;tiːθ
3;tĕʹgūment;;;;n.;36.0;211;9;tegument;;;
1;tell;;;;n.;37.0;211;4;tell;tell;t E l;tɛl
1;tĭnt;;;;n.;38.0;211;4;tint;tint;t I n t;tɪnt
3;tĕʹlĕſcōpe;G.;;;n.;39.0;211;10;telescope;telescope;t E l @ s k @U p;tɛləskoʊp
5;tĕlĕſcōʹpĭcal;;;;a.;40.0;211;13;telescopical;;;
2;tĕʹllers;;;;n.;41.0;211;8;tellers;tellers;t E l 3:r z;tɛlɜ:rz
2;tĕʹllŭs;;;;n.;42.0;211;7;tellus;;;
4;tĕmĕʹrĭty;L.;;;n.;43.0;211;9;temerity;temerity;t @ m E r\ @ 4 i:;təmɛɹəɾiː
2;tĕʹmp_e_r;L.;;;n.;44.0;211;9;temper;temper;t E m p 3:r;tɛmpɜ:r
4;tĕʹmpĕrāment;L.;;;n.;45.0;211;12;temperament;temperament;t E m p r\ @ m @ n t;tɛmpɹəmənt
3;tĕʹmpĕrănce;L.;;;n.;46.0;211;11;temperance;temperance;t E m p 3:r @ n s;tɛmpɜ:rəns
3;tĕʹmpĕrāte;;;;a.;47.0;211;10;temperate;temperate;t E m p r\ @ t;tɛmpɹət
4;tĕʹmpĕrātūre;;;;n.;48.0;211;12;temperature;temperature;t E m p r\ @ tS 3:r;tɛmpɹətSɜ:r
2;tĕʹmpĕſt;;;;n.;49.0;211;8;tempest;tempest;t E m p @ s t;tɛmpəst
4;tĕmpĕʹſtū_o_us;;;;a.;50.0;211;14;tempestuous;tempestuous;t E m p E s tS u @ s;tɛmpɛstSuəs
2;tĕʹmplar;;;;n.;51.0;211;8;templar;templar;t E m p l 3:r;tɛmplɜ:r
2;tĕʹmple;;;;n.;52.0;211;7;temple;temple;t E m p @ l;tɛmpəl
3;tĕʹmpŏral;;;;a.;53.0;211;9;temporal;temporal;t E m p 3:r @ l;tɛmpɜ:rəl
5;tĕmpŏrăʹlĭties;;;;n.;54.0;211;14;temporalities;;;
4;tĕʹmpŏrāry;;;;a.;55.0;211;10;temporary;temporary;t E m p 3:r E r\ i:;tɛmpɜ:rɛɹiː
4;tĕʹmporīſ_e_r;;;;n.;56.0;211;13;temporiser;;;
3;tĕʹmporīze;L.;;;v.;57.0;211;10;temporize;temporize;t E m p 3:r aI z;tɛmpɜ:raIz
1;tĕmpt;;;;v.;58.0;211;5;tempt;tempt;t E m p t;tɛmpt
4;tĕmptāʹtion;;;;n.;59.0;211;11;temptation;temptation;t E m t eI S @ n;tɛmteIʃən
1;tĕn;;;;n.;60.0;211;3;ten;ten;t E n;tɛn
3;tēʹnable;F.;;;a.;61.0;211;8;tenable;tenable;t E n @ b @ l;tɛnəbəl
4;tēʹnācĭ_o_us;L.;;;a.;62.0;211;12;tenacious;tenacious;t @ n eI S @ s;təneIʃəs
2;tenaʹille;F.;;;n.;63.0;211;9;tenaille;;;
2;tĕʹnănt;;;;n.;64.0;211;7;tenant;tenant;t E n @ n t;tɛnənt
4;tĕʹnăntable;L.;;;a.;65.0;211;11;tenantable;;;
1;tĕnch;;;;n.;66.0;211;5;tench;tench;t E n tS;tɛntS
1;tĕnd;;;;v.;67.0;211;4;tend;tend;t E n d;tɛnd
3;tĕʹndĕncy;;;;n.;68.0;211;9;tendency;tendency;t E n d @ n s i:;tɛndənsiː
2;tĕʹnd_e_r;F.;;;a.;69.0;211;9;tender;tender;t E n d 3:r;tɛndɜ:r
2;tĕʹndon;L.;;;n.;70.0;211;7;tendon;tendon;t E n d @ n;tɛndən
2;tĕʹndrils;F.;;;n.;71.0;211;9;tendrils;;;
3;tĕnĕʹbr_o_us;L.;;;a.;72.0;211;12;tenebrous;;;
3;tĕʹnēment;;;;n.;73.0;211;9;tenement;tenement;t E n @ m @ n t;tɛnəmənt
3;tenĕʹſmus;L.;;;n.;2.0;212;9;tenesmus;;;
2;tĕʹnet;;;;n.;3.0;212;6;tenet;tenet;t E n @ t;tɛnət
2;tĕʹnnis;;;;n.;4.0;212;7;tennis;tennis;t E n @ s;tɛnəs
2;tĕʹnon;F.;;;n.;5.0;212;6;tenon;;;
2;tĕʹnor;L.;;;n.;6.0;212;6;tenor;tenor;t E n 3:r;tɛnɜ:r
1;tĕnſe;L.;;;n.;7.0;212;5;tense;tense;t E n s;tɛns
3;tĕʹnſion;;;;a.;8.0;212;8;tension;tension;t E n S @ n;tɛnʃən
2;tĕʹnſive;;;;a.;9.0;212;8;tensive;;;
1;tĕnt;;;;n.;10.0;212;4;tent;tent;t E n t;tɛnt
2;tĕʹnt_e_rs;;;;n.;11.0;212;10;tenters;;;
2;tĕʹnthly;;;;p.;12.0;212;8;tenthly;;;
4;tĕnūʹĭty;;;;n.;13.0;212;8;tenuity;;;
3;tĕʹnū_o_us;;;;a.;14.0;212;10;tenuous;tenuous;t E n j @ w @ s;tɛnjəwəs
2;tĕʹnūre;;;;n.;15.0;212;7;tenure;tenure;t E n j 3:r;tɛnjɜ:r
2;tĕʹpid;L.;;;a.;16.0;212;6;tepid;tepid;t E p i d;tɛpid
1;tĕrce;F.;;;n.;17.0;212;5;terce;;;
6;tĕrgĭvĕrsāʹtion;;;;n.;18.0;212;15;tergiversation;;;
1;tĕrm;;;;n.;19.0;212;4;term;term;t 3:r m;tɜ:rm
3;tĕʹrmāgănt;;;;n.;20.0;212;10;termagant;;;
4;tĕʹrmĭnable;;;;a.;21.0;212;11;terminable;;;
3;tĕʹrmĭnāte;;;;n.;22.0;212;10;terminate;terminate;t 3:r m @ n eI t;tɜ:rməneIt
5;tĕrmĭnāʹtion;;;;n.;23.0;212;12;termination;termination;t 3:r m @ n eI S @ n;tɜ:rməneIʃən
4;tĕrpsĭʹchŏrè;;;;n.;24.0;212;12;terpsichore;;;
2;tĕʹrrăſs;;;;n.;25.0;212;8;terrass;;;
4;tĕrrăʹquē_o_us;L.;;;a.;26.0;212;14;terraqueous;;;
4;tĕrrĕʹſtrĭal;L.;;;a.;27.0;212;12;terrestrial;terrestrial;t 3:r E s t r\ i: @ l;tɜ:rɛstɹiːəl
3;tĕʹrrĭble;;;;a.;28.0;212;9;terrible;terrible;t E r\ @ b @ l;tɛɹəbəl
3;tĕrrʹĭfic;;;;n.;29.0;212;9;terrific;terrific;t 3:r I f i k;tɜ:rɪfik
3;tĕʹrrĭer;F.;;;n.;30.0;212;8;terrier;terrier;t E r\ i: 3:r;tɛɹiːɜ:r
3;tĕʹrĭfy;;;;v.;31.0;212;7;terify;;;
4;tĕʹrrĭtory;;;;n.;32.0;212;10;territory;territory;t E r\ i t O: r\ i:;tɛɹitOːɹiː
2;tĕʹrror;;;;n.;33.0;212;7;terror;terror;t E r\ 3:r;tɛɹɜ:r
3;tĕʹrtian;L.;;;n.;34.0;212;8;tertian;;;
3;tĕʹſsĕlāte;;;;v.;35.0;212;10;tesselate;tesselate;t E s @ l eI t;tɛsəleIt
1;tĕſt;L.;;;n.;36.0;212;4;test;test;t E s t;tɛst
4;tĕſtāʹcē_o_us;L.;;;a.;37.0;212;13;testaceous;;;
3;tĕʹſtāmĕnt;L.;;;n.;38.0;212;10;testament;testament;t E s t @ m @ n t;tɛstəmənt
5;tĕſtāmĕʹntāry;;;;a.;39.0;212;13;testamentary;testamentary;t E s t @ m E n t 3:r i:;tɛstəmɛntɜ:riː
3;tĕſtāʹtor;L.;;;n.;40.0;212;9;testator;;;
3;tĕſtāʹtrĭx;L.;;;n.;41.0;212;10;testatrix;;;
2;tĕʹſt_e_r;;;;n.;42.0;212;9;tester;tester;t E s t 3:r;tɛstɜ:r
2;tĕʹſtès;L.;;;n.;43.0;212;7;testes;testes;t E s t i: z;tɛstiːz
4;tĕſtĭʹcŭlar;;;;a.;44.0;212;11;testicular;testicular;t E s t I k j @ l 3:r;tɛstɪkjəlɜ:r
6;tĕſtĭfĭcāʹtion;;;;n.;45.0;212;14;testification;;;
5;tĕſtĭfĭcāʹtor;L.;;;n.;46.0;212;13;testificator;;;
3;tĕʹſtĭfy;L.;;;v.;47.0;212;8;testify;testify;t E s t @ f aI;tɛstəfaI
5;tĕʹſtĭmōnĭal;;;;n.;48.0;212;12;testimonial;testimonial;t E s t @ m @U n i: @ l;tɛstəmoʊniːəl
4;tĕʹſtĭmŏny;;;;n.;49.0;212;10;testimony;testimony;t E s t @ m @U n i:;tɛstəmoʊniː
3;tĕʹſtĭneſs;;;;n.;50.0;212;10;testiness;;;
2;tĕʹſto;;;;n.;51.0;212;6;testo;;;
2;tĕʹſty;;;;a.;52.0;212;6;testy;testy;t E s t i:;tɛstiː
2;tĕʹther;;;;n.;53.0;212;7;tether;tether;t E D 3:r;tɛðɜ:r
4;tĕtrāĕʹdron;G.;;;n.;54.0;212;11;tetraedron;;;
3;tĕʹtrăgon;G.;;;n.;55.0;212;9;tetragon;;;
2;tĕʹtrărc_h_;;;;n.;56.0;212;11;tetrarch;;;
3;tĕtrăʹrc_h_āte;G.;;;n.;57.0;212;14;tetrarchate;;;
2;tĕʹtt_e_r;;;;n.;58.0;212;9;tetter;;;
4;tĕttĕrbĕʹrries;;;;n.;59.0;212;14;tetterberries;;;
3;teutŏʹnic;;;;a.;60.0;212;9;teutonic;;;
1;tĕxt;;;;n.;61.0;212;4;text;text;t E k s t;tɛkst
2;tĕʹxtūre;;;;n.;62.0;212;8;texture;texture;t E k s tS 3:r;tɛkstSɜ:r
1;thăck;;;;n.;63.0;212;5;thack;;;
3;thăʹlĭā;;;;n.;64.0;212;7;thalia;thalia;T eI l j @;θeIljə
1;t_h_āmes;;;;n.;65.0;212;8;thames;thames;t E m z;tɛmz
1;thănk;;;;v.;66.0;212;5;thank;thank;T { N k;θæŋk
2;thăʹnkful;;;;a.;67.0;212;9;thankful;thankful;T { N k f @ l;θæŋkfəl
2;thăʹnkleſs;;;;a.;68.0;212;10;thankless;thankless;T { N k l @ s;θæŋkləs
3;thănkſgĭʹving;;;;n.;69.0;212;13;thanksgiving;thanksgiving;T { N k s g I v i N;θæŋksgɪviŋ
1;thătch;;;;n.;70.0;212;6;thatch;thatch;T { tS;θætS
2;thăʹtcher;;;;n.;71.0;212;9;thatcher;thatcher;T { tS 3:r;θætSɜ:r
1;thaw;;;;v.;72.0;212;4;thaw;thaw;T O:;θOː
3;thėʹȧtre;;;;n.;73.0;212;8;theatre;theatre;T i: @ 4 3:r;θiːəɾɜ:r
4;thēăʹtrĭcal;;;;a.;2.0;213;11;theatrical;theatrical;T i: { t r\ i k @ l;θiːætɹikəl
1;thĕft;;;;n.;3.0;213;5;theft;theft;T E f t;θɛft
2;thĕʹftbote;;;;n.;4.0;213;10;theftbote;;;
1;thēme;;;;n.;5.0;213;5;theme;theme;T i: m;θiːm
2;thēʹmis;;;;n.;6.0;213;7;themis;;;
2;thĕʹnc_e_forth;;;;p.;7.0;213;14;thenceforth;thenceforth;D E n s f O: r\ T;ðɛnsfOːɹθ
3;thĕnc_e_fōʹrward;;;;p.;8.0;213;16;thenceforward;;;
4;thēŏʹcracy;G.;;;n.;9.0;213;10;theocracy;theocracy;T i: A k r\ @ s i:;θiːɑkɹəsiː
5;thēŏcrăʹtĭcal;;;;a.;10.0;213;13;theocratical;;;
4;thēŏʹdŏlīte;;;;n.;11.0;213;11;theodolite;;;
4;thĕŏʹlŏger;;;;n.;12.0;213;10;theologer;;;
5;thēŏlŏʹgĭcal;;;;a.;13.0;213;12;theological;theological;T i: @ l A dZ i k @ l;θiːəlɑdZikəl
4;thēŏʹlŏgiſt;;;;n.;14.0;213;11;theologist;;;
4;thēŏʹlŏgy;G.;;;n.;15.0;213;9;theology;theology;T i: A l @ dZ i:;θiːɑlədZiː
3;thēŏʹrbo;;;;n.;16.0;213;8;theorbo;;;
3;thēŏrem;G.;nbSyll>1 et pas d'accent tonic;;n.;17.0;213;7;theorem;theorem;T I r\ @ m;θɪɹəm
4;thēōrĕʹtic;G.;;;n.;18.0;213;10;theoretic;;;
3;thēʹŏry;G.;;;n.;19.0;213;7;theory;theory;T I r\ i:;θɪɹiː
3;ther_e_ābȯu̇ʹt;;;;p.;20.0;213;14;thereabouot;;;
2;theʹr_e_fore;;;;p.;21.0;213;12;therefore;therefore;D E r\ f O: r\;ðɛɹfOːɹ
4;thĕrmŏʹmĕt_e_r;G.;;;n.;22.0;213;14;thermometer;thermometer;T 3:r m A m @ 4 3:r;θɜ:rmɑməɾɜ:r
2;thēʹſis;G.;;;n.;23.0;213;7;thesis;thesis;T i: s @ s;θiːsəs
3;thēʹŭrgy;G.;;;n.;24.0;213;8;theurgy;;;
1;thĭck;;;;a.;25.0;213;5;thick;thick;T I k;θɪk
2;thĭʹck_e_n;;;;v.;26.0;213;10;thicken;thicken;T I k @ n;θɪkən
2;thĭʹcket;;;;n.;27.0;213;8;thicket;thicket;T I k i t;θɪkit
1;thief;;;;n.;28.0;213;5;thief;thief;T i: f;θiːf
1;thieve;;;;v.;29.0;213;6;thieve;;;
2;thieʹv_e_ry;;;;n.;30.0;213;11;thievery;thievery;T i: v 3:r i:;θiːvɜ:riː
2;thieʹviſh;;;;a.;31.0;213;9;thievish;;;
1;thīgh;;;;n.;32.0;213;5;thigh;thigh;T aI;θaI
2;thĭʹmble;;;;n.;33.0;213;8;thimble;thimble;T I m b @ l;θɪmbəl
1;thĭn;;;;a.;34.0;213;4;thin;thin;T I n;θɪn
1;thĭng;;;;n.;35.0;213;5;thing;thing;T I N;θɪŋ
1;thĭnk;;;;v.;36.0;213;5;think;think;T I N k;θɪŋk
2;thĭʹnk_e_r;;;;n.;37.0;213;10;thinker;thinker;T I N k 3:r;θɪŋkɜ:r
2;thĭʹnking;;;;n.;38.0;213;9;thinking;thinking;T I N k i N;θɪŋkiŋ
1;thĭrſt;;;;n.;39.0;213;6;thirst;thirst;T 3:r s t;θɜ:rst
2;thĭʹrſty;;;;a.;40.0;213;8;thirsty;thirsty;T 3:r s t i:;θɜ:rstiː
2;thĭʹrteen;;;;n.;41.0;213;9;thirteen;thirteen;T 3:r t i: n;θɜ:rtiːn
2;thĭʹrty;;;;n.;42.0;213;7;thirty;thirty;T 3:r 4 i:;θɜ:rɾiː
2;thĭʹſtle;;;;n.;43.0;213;8;thistle;thistle;T I s @ l;θɪsəl
3;thĭʹthĕrward;;;;p.;44.0;213;12;thitherward;;;
2;thōʹmiſm;;;;n.;45.0;213;8;thomism;;;
2;thōʹmĭſts;;;;n.;46.0;213;9;thomists;;;
1;thŏng;;;;n.;47.0;213;5;thong;thong;T O: N;θOːŋ
1;thŏr;;;;n.;48.0;213;4;thor;thor;T O: r\;θOːɹ
2;thŏʹrăx;G.;;;n.;49.0;213;7;thorax;thorax;T O: r\ { k s;θOːɹæks
1;thorn;;;;n.;50.0;213;5;thorn;thorn;T O: r\ n;θOːɹn
2;thoʹrnbăc;;;;n.;51.0;213;9;thornbac;;;
2;thoʹrny;;;;a.;52.0;213;7;thorny;thorny;T O: r\ n i:;θOːɹniː
2;thŏʹro_ugh_;;;;p.;53.0;213;11;thorough;thorough;T 3:r @U;θɜ:roʊ
3;thoʹro_ugh_fāre;;;;n.;54.0;213;15;thoroughfare;thoroughfare;T 3:r @U f E r\;θɜ:roʊfɛɹ
3;thŏʹro_ugh_ly;;;;p.;55.0;213;13;thoroughly;thoroughly;T 3:r @U l i:;θɜ:roʊliː
1;thō_ugh_t;;;;n.;56.0;213;9;thought;thought;T O: t;θOːt
2;thō_u_ʹ_gh_tful;;;;a.;57.0;213;15;thoughtful;thoughtful;T O: t f @ l;θOːtfəl
2;thō_u_ʹ_gh_tleſs;;;;a.;58.0;213;16;thoughtless;thoughtless;T O: t l @ s;θOːtləs
2;thȯu̇ʹsănd;;;;n.;59.0;213;10;thouosand;;;
1;thrall;L.;;;n.;60.0;213;6;thrall;thrall;T r\ O: l;θɹOːl
1;thread;;;;n.;61.0;213;6;thread;thread;T r\ E d;θɹɛd
2;threaʹdbāre;;;;a.;62.0;213;11;threadbare;threadbare;T r\ E d b E r\;θɹɛdbɛɹ
2;threaʹt_e_n;;;;v.;63.0;213;11;threaten;threaten;T r\ E t @ n;θɹɛtən
4;thrēnōʹdĭā;G.;;;n.;64.0;213;10;threnodia;;;
1;three;;;;n.;65.0;213;5;three;three;T r\ i:;θɹiː
1;thrĕſh;;;;v.;66.0;213;6;thresh;thresh;T r\ E S;θɹɛʃ
2;thrĕʹſher;;;;n.;67.0;213;9;thresher;thresher;T r\ E S 3:r;θɹɛʃɜ:r
2;thrĕʹſhold;;;;n.;68.0;213;10;threshold;threshold;T r\ E S @U l d;θɹɛʃoʊld
1;thrīce;;;;n.;69.0;213;6;thrice;thrice;T r\ aI s;θɹaIs
1;thrĭft;;;;n.;70.0;213;6;thrift;thrift;T r\ I f t;θɹɪft
2;thrĭʹfty;;;;a.;71.0;213;8;thrifty;thrifty;T r\ I f t i:;θɹɪftiː
1;thrĭll;;;;v.;72.0;213;6;thrill;thrill;T r\ I l;θɹɪl
1;thrīve;;;;v.;73.0;213;6;thrive;thrive;T r\ aI v;θɹaIv
1;throat;;;;n.;2.0;214;6;throat;throat;T r\ @U t;θɹoʊt
1;thrŏb;;;;v.;3.0;214;5;throb;throb;T r\ A b;θɹɑb
1;thrōne;;;;n.;4.0;214;6;throne;throne;T r\ @U n;θɹoʊn
1;thrŏng;;;;v.;5.0;214;6;throng;throng;T r\ O: N;θɹOːŋ
2;thrŏʹſtle;;;;n.;6.0;214;9;throstle;;;
1;through (throo);;;Aide à la {pron}.;p.;7.0;214;15;through throo;;;
2;throu_gh_ȯu̇ʹt;;;;p.;8.0;214;14;throughouot;;;
1;thro_w_;;;;v.;9.0;214;7;throw;throw;T r\ @U;θɹoʊ
2;throʹ_w_ſt_e_r;;;;n.;10.0;214;14;throwster;;;
1;thro_w_s;;;;n.;11.0;214;8;throws;throws;T r\ @U z;θɹoʊz
